crrelRR,crrelerr_R,crrelSig_adjust_R,crrelICl_R,crrelICu_R,ID,Kingdom,Phylum,Class,Order,Family,Genus
3.5116198397179135,2.41492882251021,1,1.096691017207704,5.926548662228123,ASV_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
9.539716058977092,1.9595409061575335,1,7.5801751528195584,11.499256965134625,ASV_3,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
-7.609697007223578,0.8394113880055807,1,-8.449108395229159,-6.770285619217997,ASV_4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
-0.12978210824089123,0.2381822650120814,-0.11406604515065043,-0.3679643732529726,0.10840015677119016,ASV_7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA
7.262628600974241,1.6304635630004691,1,5.632165037973772,8.89309216397471,ASV_8,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,NA
0,0,0,0,0,ASV_9,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
-1.6874451718944727,4.087292783114542,-331.91086152766843,-5.774737955009014,2.399847611220069,ASV_10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
-0.6330201904791595,1.7547345531110652,-9.131270039622272,-2.3877547435902247,1.1217143626319057,ASV_11,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
0,0,0,0,0,ASV_12,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
0,0,0,0,0,ASV_13,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
0,0,0,0,0,ASV_14,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
-0.08437975854824156,0.4670507249556627,-0.6107363918904369,-0.5514304835039042,0.38267096640742115,ASV_15,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
-0.7327954864035139,0.35657726396889333,0.509245811628846,-1.0893727503724073,-0.37621822243462055,ASV_16,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium
11.251573687764477,0.6478060180723926,1,10.603767669692084,11.89937970583687,ASV_18,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
10.021315031649332,1.2938626449268114,1,8.72745238672252,11.315177676576143,ASV_20,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella
-1.6388335292966925,3.898809788643417,-272.48442839002587,-5.53764331794011,2.2599762593467245,ASV_23,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
10.426765325491356,0.6710331006034718,1,9.755732224887884,11.097798426094828,ASV_24,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
0,0,0,0,0,ASV_25,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
0.2855539875893315,0.4329376684318803,-0.30464384153893087,-0.14738368084254888,0.7184916560212118,ASV_26,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
0,0,0,0,0,ASV_28,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
0,0,0,0,0,ASV_29,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA
-1.4709731457109056,3.881660555703885,-284.17421963181505,-5.35263370141479,2.4106874099929794,ASV_30,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
5.170483995038151,3.840544800117642,1,1.329939194920509,9.011028795155793,ASV_32,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
0,0,0,0,0,ASV_35,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
0,0,0,0,0,ASV_36,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA
-0.9790470390308129,4.402081657957902,-608.4882291830768,-5.381128696988715,3.4230346189270895,ASV_37,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
0,0,0,0,0,ASV_39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
-0.6644422523262672,0.7002578595488003,-0.13998417198732094,-1.3647001118750675,0.035815607222533075,ASV_40,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas
0,0,0,0,0,ASV_42,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_45,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
-1.1462881159660214,0.42516564101508214,1,-1.5714537569811036,-0.7211224749509393,ASV_46,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,NA
0,0,0,0,0,ASV_47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA
0,0,0,0,0,ASV_49,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_52,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
3.3587659689878326,1.554350081446977,1,1.8044158875408558,4.91311605043481,ASV_53,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
1.179713343244734,2.900499383674988,-39.106301349800034,-1.7207860404302537,4.080212726919722,ASV_54,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
-0.32907422822714777,0.26873629472236593,0.0449651063314701,-0.5978105229495136,-0.06033793350478184,ASV_56,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
-0.8285987982564695,0.6291247451201376,0.3615384121486109,-1.4577235433766071,-0.19947405313633193,ASV_59,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
-0.6008643100768036,4.151368822464553,-513.148143600139,-4.752233132541357,3.5505045123877492,ASV_61,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa
0,0,0,0,0,ASV_64,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,NA
0,0,0,0,0,ASV_66,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
0,0,0,0,0,ASV_67,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Compostimonas
0,0,0,0,0,ASV_68,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
0,0,0,0,0,ASV_69,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,NA
-1.5623130275837296,4.037030811855162,-327.7730952336367,-5.599343839438892,2.4747177842714327,ASV_70,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13
-0.5374672146111193,0.8267300695953939,-1.19067059509081,-1.3641972842065133,0.2892628549842745,ASV_71,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
